,post,name,win,place,show,fin_pos,Odds,date,track,fog,hail,maxhumidity,meandewptm,meanpressurem,meantempm,meanvism,meanwdird,meanwindspdm,minhumidity,precipm,rain,snow,snowdepthm,snowfallm,thunder
0,11.0,Real Quiet,7.0,3.6,3.0,1,2.5,1998-05-16,PIM,,,,,,,,,,,,,,,,
1,10.0,Victory Gallop,,3.2,2.8,2,2.0,1998-05-16,PIM,,,,,,,,,,,,,,,,
2,3.0,Classic Cat,,,4.8,3,12.3,1998-05-16,PIM,,,,,,,,,,,,,,,,
3,6.0,Charismatic,18.8,7.6,5.8,1,8.4,1999-05-15,PIM,0.0,0.0,64.0,2.0,1025.0,16.0,16.0,75.0,14.0,24.0,0.0,0.0,0.0,,0.0,0.0
4,5.0,Menifee,,3.6,3.2,2,2.0,1999-05-15,PIM,0.0,0.0,64.0,2.0,1025.0,16.0,16.0,75.0,14.0,24.0,0.0,0.0,0.0,,0.0,0.0
5,4.0,Badge,,,18.8,3,58.0,1999-05-15,PIM,0.0,0.0,64.0,2.0,1025.0,16.0,16.0,75.0,14.0,24.0,0.0,0.0,0.0,,0.0,0.0
6,4.0,Red Bullet,14.4,3.2,2.8,1,6.2,2000-05-20,PIM,0.0,0.0,100.0,12.0,1017.0,12.0,6.0,65.0,18.0,93.0,0.76,1.0,0.0,,0.0,0.0
7,7.0,Fusaichi Pegasus,,2.6,2.2,2,0.3,2000-05-20,PIM,0.0,0.0,100.0,12.0,1017.0,12.0,6.0,65.0,18.0,93.0,0.76,1.0,0.0,,0.0,0.0
8,3.0,Impeachment,,,3.6,3,19.1,2000-05-20,PIM,0.0,0.0,100.0,12.0,1017.0,12.0,6.0,65.0,18.0,93.0,0.76,1.0,0.0,,0.0,0.0
9,11.0,Point Given,6.6,5.0,4.0,1,2.3,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
10,4.0,A P Valentine,,8.2,5.2,2,10.2,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
11,5.0,Congaree,,,3.4,3,2.8,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
12,8.0,War Emblem,7.6,6.0,4.4,1,2.8,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
13,2.0,Magic Weisner,,33.0,14.0,2,45.7,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
14,9.0,Funny Cide,5.8,4.6,3.4,1,1.9,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
15,6.0,Midway Road,,15.4,9.0,2,20.0,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
16,7.0,Smarty Jones,3.4,3.0,2.6,1,0.7,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
17,10.0,Rock Hard Ten,,5.0,4.0,2,6.9,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
18,9.0,Eddington,,,5.2,3,13.2,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
19,12.0,Afleet Alex,8.6,5.0,3.2,1,3.3,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
20,5.0,Scrappy T,,11.2,5.8,2,13.3,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
21,13.0,Giacomo,,,4.8,3,6.0,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8.0,Bernardini,27.8,9.4,5.8,1,12.9,2006-05-20,PIM,0.0,0.0,86.0,6.0,1006.0,17.0,16.0,281.0,10.0,31.0,0.0,0.0,0.0,,0.0,0.0
23,7.0,Sweetnorthernsaint,,7.8,5.0,2,8.4,2006-05-20,PIM,0.0,0.0,86.0,6.0,1006.0,17.0,16.0,281.0,10.0,31.0,0.0,0.0,0.0,,0.0,0.0
24,3.0,Hemingway's Key,,,8.0,3,29.4,2006-05-20,PIM,0.0,0.0,86.0,6.0,1006.0,17.0,16.0,281.0,10.0,31.0,0.0,0.0,0.0,,0.0,0.0
25,4.0,Curlin,8.8,3.8,2.8,1,3.4,2007-05-19,PIM,0.0,0.0,93.0,6.0,1016.0,16.0,16.0,321.0,12.0,25.0,0.25,1.0,0.0,0.0,0.0,0.0
26,8.0,Street Sense,,3.0,2.4,2,1.3,2007-05-19,PIM,0.0,0.0,93.0,6.0,1016.0,16.0,16.0,321.0,12.0,25.0,0.25,1.0,0.0,0.0,0.0,0.0
27,7.0,Hard Spun,,,3.0,3,4.1,2007-05-19,PIM,0.0,0.0,93.0,6.0,1016.0,16.0,16.0,321.0,12.0,25.0,0.25,1.0,0.0,0.0,0.0,0.0
28,7.0,Big Brown,2.4,2.6,2.4,1,0.2,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
29,1.0,Macho Again,,17.2,10.4,2,40.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
30,3.0,Icabad Crane,,,5.6,3,22.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
31,13.0,Rachel Alexandra,5.6,4.6,3.6,1,1.6,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
32,2.0,Mine That Bird,,6.6,4.8,2,6.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
33,3.0,Musket Man,,,5.0,3,8.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
34,7.0,Lookin At Lucky,6.8,4.6,3.8,1,3.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
35,11.0,First Dude,,16.6,9.2,2,20.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
36,6.0,Jackson Bend,,,6.6,3,12.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
37,5.0,Shackleford,27.2,10.2,6.8,1,12.0,2011-05-21,PIM,0.0,0.0,93.0,13.0,1015.0,20.0,15.0,275.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
38,11.0,Animal Kingdom,,4.2,3.6,2,2.0,2011-05-21,PIM,0.0,0.0,93.0,13.0,1015.0,20.0,15.0,275.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1.0,Astrology,,,8.0,3,15.0,2011-05-21,PIM,0.0,0.0,93.0,13.0,1015.0,20.0,15.0,275.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
40,9.0,I'll Have Another,8.4,3.8,2.8,1,2.5,2012-05-19,PIM,0.0,0.0,86.0,8.0,1020.0,19.0,16.0,63.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
41,7.0,Bodemeister,,3.2,2.8,2,1.6,2012-05-19,PIM,0.0,0.0,86.0,8.0,1020.0,19.0,16.0,63.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
42,6.0,Creative Cause,,,3.6,3,6.0,2012-05-19,PIM,0.0,0.0,86.0,8.0,1020.0,19.0,16.0,63.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
43,6.0,Oxbow,32.8,12.0,6.8,1,15.0,2013-05-18,PIM,0.0,0.0,93.0,12.0,1023.0,17.0,14.0,128.0,12.0,48.0,0.51,1.0,0.0,0.0,0.0,0.0
44,9.0,Itsmyluckyday,,7.8,5.0,2,10.0,2013-05-18,PIM,0.0,0.0,93.0,12.0,1023.0,17.0,14.0,128.0,12.0,48.0,0.51,1.0,0.0,0.0,0.0,0.0
45,5.0,Mylute,,,5.2,3,5.0,2013-05-18,PIM,0.0,0.0,93.0,12.0,1023.0,17.0,14.0,128.0,12.0,48.0,0.51,1.0,0.0,0.0,0.0,0.0
46,3.0,California Chrome,3.0,3.0,2.4,1,0.6,2014-05-17,PIM,0.0,0.0,86.0,5.0,1018.0,14.0,16.0,291.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8.0,Social Inclusion,,,3.4,3,5.0,2014-05-17,PIM,0.0,0.0,86.0,5.0,1018.0,14.0,16.0,291.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1.0,American Pharoah,3.8,3.4,2.8,1,0.8,2015-05-16,PIM,0.0,0.0,93.0,16.0,1021.0,22.0,15.0,216.0,7.0,43.0,4.32,1.0,0.0,0.0,0.0,1.0
49,5.0,Tale of Verve,,19.0,8.8,2,30.0,2015-05-16,PIM,0.0,0.0,93.0,16.0,1021.0,22.0,15.0,216.0,7.0,43.0,4.32,1.0,0.0,0.0,0.0,1.0
50,7.0,Divining Rod,,,5.2,3,12.0,2015-05-16,PIM,0.0,0.0,93.0,16.0,1021.0,22.0,15.0,216.0,7.0,43.0,4.32,1.0,0.0,0.0,0.0,1.0
51,2.0,Real Quiet,18.8,8.8,5.8,1,8.4,1998-05-02,CHU,,,,,,,,,,,,,,,,
52,12.0,Victory Gallop,,13.0,7.6,2,14.6,1998-05-02,CHU,,,,,,,,,,,,,,,,
53,7.0,Indian Charlie,,,4.2,3,2.7,1998-05-02,CHU,,,,,,,,,,,,,,,,
54,11.0,Charismatic,64.6,27.8,14.4,1,31.3,1999-05-01,CHU,0.0,0.0,77.0,6.0,1021.0,17.0,16.0,17.0,13.0,29.0,0.0,0.0,0.0,,0.0,0.0
55,13.0,Menifee,,8.4,5.8,2,7.0,1999-05-01,CHU,0.0,0.0,77.0,6.0,1021.0,17.0,16.0,17.0,13.0,29.0,0.0,0.0,0.0,,0.0,0.0
56,8.0,Cat Thief,,,5.8,3,7.4,1999-05-01,CHU,0.0,0.0,77.0,6.0,1021.0,17.0,16.0,17.0,13.0,29.0,0.0,0.0,0.0,,0.0,0.0
57,12.0,Fusaichi Pegasus,6.6,5.6,4.0,1,2.3,2000-05-06,CHU,0.0,0.0,93.0,18.0,1019.0,22.0,14.0,173.0,11.0,52.0,0.0,0.0,0.0,,0.0,0.0
58,5.0,Aptitude,,9.8,5.8,2,11.8,2000-05-06,CHU,0.0,0.0,93.0,18.0,1019.0,22.0,14.0,173.0,11.0,52.0,0.0,0.0,0.0,,0.0,0.0
59,0.0,Impeachment,,,4.0,3,6.2,2000-05-06,CHU,0.0,0.0,93.0,18.0,1019.0,22.0,14.0,173.0,11.0,52.0,0.0,0.0,0.0,,0.0,0.0
60,16.0,Monarchos,23.0,11.8,8.8,1,10.5,2001-05-05,CHU,0.0,0.0,83.0,12.0,1018.0,22.0,15.0,160.0,3.0,32.0,0.0,0.0,0.0,,0.0,0.0
61,13.0,Invisible Ink,,46.6,21.2,2,55.0,2001-05-05,CHU,0.0,0.0,83.0,12.0,1018.0,22.0,15.0,160.0,3.0,32.0,0.0,0.0,0.0,,0.0,0.0
62,8.0,Congaree,,,7.2,3,7.2,2001-05-05,CHU,0.0,0.0,83.0,12.0,1018.0,22.0,15.0,160.0,3.0,32.0,0.0,0.0,0.0,,0.0,0.0
63,5.0,War Emblem,43.0,22.8,13.6,1,20.5,2002-05-04,CHU,,,,,,,,,,,,,,,,
64,13.0,Proud Citizen,,24.6,13.4,2,23.3,2002-05-04,CHU,,,,,,,,,,,,,,,,
65,3.0,Perfect Drift,,,6.4,3,7.9,2002-05-04,CHU,,,,,,,,,,,,,,,,
66,6.0,Funny Cide,27.6,12.4,8.2,1,12.8,2003-05-03,CHU,0.0,0.0,87.0,10.0,1017.0,16.0,14.0,359.0,14.0,48.0,0.0,0.0,0.0,,0.0,0.0
67,12.0,Empire Maker,,5.8,4.4,2,2.5,2003-05-03,CHU,0.0,0.0,87.0,10.0,1017.0,16.0,14.0,359.0,14.0,48.0,0.0,0.0,0.0,,0.0,0.0
68,5.0,Peace Rules,,,6.0,3,6.3,2003-05-03,CHU,0.0,0.0,87.0,10.0,1017.0,16.0,14.0,359.0,14.0,48.0,0.0,0.0,0.0,,0.0,0.0
69,15.0,Smarty Jones,10.2,6.2,4.8,1,4.1,2004-05-01,CHU,0.0,0.0,94.0,17.0,1013.0,20.0,13.0,275.0,11.0,64.0,12.45,1.0,0.0,,0.0,1.0
70,3.0,Lion Heart,,8.2,5.8,2,5.4,2004-05-01,CHU,0.0,0.0,94.0,17.0,1013.0,20.0,13.0,275.0,11.0,64.0,12.45,1.0,0.0,,0.0,1.0
71,10.0,Imperialism,,,6.2,3,10.9,2004-05-01,CHU,0.0,0.0,94.0,17.0,1013.0,20.0,13.0,275.0,11.0,64.0,12.45,1.0,0.0,,0.0,1.0
72,10.0,Giacomo,102.6,45.8,19.8,1,50.3,2005-05-07,CHU,0.0,0.0,80.0,9.0,1018.0,18.0,15.0,250.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
73,18.0,Closing Argument,,70.0,24.8,2,71.6,2005-05-07,CHU,0.0,0.0,80.0,9.0,1018.0,18.0,15.0,250.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
74,12.0,Afleet Alex,,,4.6,3,4.5,2005-05-07,CHU,0.0,0.0,80.0,9.0,1018.0,18.0,15.0,250.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8.0,Barbaro,14.2,8.0,6.0,1,6.1,2006-05-06,CHU,0.0,0.0,71.0,6.0,1015.0,16.0,16.0,358.0,11.0,40.0,0.0,0.0,0.0,,0.0,0.0
76,13.0,Bluegrass Cat,,28.4,15.4,2,30.0,2006-05-06,CHU,0.0,0.0,71.0,6.0,1015.0,16.0,16.0,358.0,11.0,40.0,0.0,0.0,0.0,,0.0,0.0
77,2.0,Steppenwolfer,,,7.8,3,16.3,2006-05-06,CHU,0.0,0.0,71.0,6.0,1015.0,16.0,16.0,358.0,11.0,40.0,0.0,0.0,0.0,,0.0,0.0
78,7.0,Street Sense,11.8,6.4,4.6,1,4.9,2007-05-05,CHU,0.0,0.0,93.0,17.0,1015.0,21.0,11.0,127.0,8.0,54.0,,1.0,0.0,0.0,0.0,0.0
79,8.0,Hard Spun,,9.8,7.0,2,10.0,2007-05-05,CHU,0.0,0.0,93.0,17.0,1015.0,21.0,11.0,127.0,8.0,54.0,,1.0,0.0,0.0,0.0,0.0
80,2.0,Curlin,,,5.6,3,5.0,2007-05-05,CHU,0.0,0.0,93.0,17.0,1015.0,21.0,11.0,127.0,8.0,54.0,,1.0,0.0,0.0,0.0,0.0
81,20.0,Big Brown,6.8,5.0,4.8,1,2.0,2008-05-03,CHU,0.0,0.0,93.0,13.0,1008.0,17.0,13.0,208.0,24.0,38.0,17.53,1.0,0.0,0.0,0.0,1.0
82,5.0,Eight Belles,,10.6,6.4,2,13.0,2008-05-03,CHU,0.0,0.0,93.0,13.0,1008.0,17.0,13.0,208.0,24.0,38.0,17.53,1.0,0.0,0.0,0.0,1.0
83,16.0,Denis of Cork,,,11.6,3,27.0,2008-05-03,CHU,0.0,0.0,93.0,13.0,1008.0,17.0,13.0,208.0,24.0,38.0,17.53,1.0,0.0,0.0,0.0,1.0
84,8.0,Mine That Bird,103.2,54.0,25.8,1,50.6,2009-05-02,CHU,0.0,0.0,93.0,10.0,1016.0,14.0,14.0,6.0,6.0,60.0,1.78,1.0,0.0,0.0,0.0,0.0
85,2.0,Musket Man,,,12.0,3,19.0,2009-05-02,CHU,0.0,0.0,93.0,10.0,1016.0,14.0,14.0,6.0,6.0,60.0,1.78,1.0,0.0,0.0,0.0,0.0
86,4.0,Super Saver,18.0,8.8,6.0,1,15.0,2010-05-01,CHU,0.0,0.0,100.0,16.0,1008.0,21.0,11.0,175.0,22.0,43.0,33.53,1.0,0.0,0.0,0.0,1.0
87,2.0,Ice Box,,11.2,8.0,2,10.0,2010-05-01,CHU,0.0,0.0,100.0,16.0,1008.0,21.0,11.0,175.0,22.0,43.0,33.53,1.0,0.0,0.0,0.0,1.0
88,10.0,Paddy O'Prado,,,7.4,3,20.0,2010-05-01,CHU,0.0,0.0,100.0,16.0,1008.0,21.0,11.0,175.0,22.0,43.0,33.53,1.0,0.0,0.0,0.0,1.0
89,16.0,Animal Kingdom,43.8,19.6,13.0,1,30.0,2011-05-07,CHU,0.0,0.0,83.0,10.0,1012.0,17.0,16.0,167.0,10.0,53.0,,1.0,0.0,0.0,0.0,0.0
90,19.0,Nehro,,8.8,6.4,2,6.0,2011-05-07,CHU,0.0,0.0,83.0,10.0,1012.0,17.0,16.0,167.0,10.0,53.0,,1.0,0.0,0.0,0.0,0.0
91,13.0,Mucho Macho Man,,,7.0,3,12.0,2011-05-07,CHU,0.0,0.0,83.0,10.0,1012.0,17.0,16.0,167.0,10.0,53.0,,1.0,0.0,0.0,0.0,0.0
92,19.0,I'll Have Another,32.6,13.8,9.0,1,12.0,2012-05-05,CHU,0.0,0.0,93.0,18.0,1013.0,23.0,14.0,257.0,8.0,55.0,37.08,1.0,0.0,0.0,0.0,1.0
93,6.0,Bodemeister,,6.2,5.6,2,4.0,2012-05-05,CHU,0.0,0.0,93.0,18.0,1013.0,23.0,14.0,257.0,8.0,55.0,37.08,1.0,0.0,0.0,0.0,1.0
94,5.0,Dullahan,,,7.2,3,8.0,2012-05-05,CHU,0.0,0.0,93.0,18.0,1013.0,23.0,14.0,257.0,8.0,55.0,37.08,1.0,0.0,0.0,0.0,1.0
95,16.0,Orb,12.8,7.4,5.4,1,3.5,2013-05-04,CHU,0.0,0.0,93.0,11.0,1014.0,15.0,12.0,117.0,12.0,52.0,22.1,1.0,0.0,0.0,0.0,0.0
96,4.0,Golden Soul,,38.6,19.6,2,50.0,2013-05-04,CHU,0.0,0.0,93.0,11.0,1014.0,15.0,12.0,117.0,12.0,52.0,22.1,1.0,0.0,0.0,0.0,0.0
97,3.0,Revolutionary,,,5.4,3,10.0,2013-05-04,CHU,0.0,0.0,93.0,11.0,1014.0,15.0,12.0,117.0,12.0,52.0,22.1,1.0,0.0,0.0,0.0,0.0
98,5.0,California Chrome,7.0,5.6,4.2,1,2.5,2014-05-03,CHU,0.0,0.0,89.0,4.0,1013.0,15.0,16.0,237.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
99,17.0,Commanding Curve,,31.8,15.4,2,50.0,2014-05-03,CHU,0.0,0.0,89.0,4.0,1013.0,15.0,16.0,237.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
100,4.0,Danza,,,6.0,3,10.0,2014-05-03,CHU,0.0,0.0,89.0,4.0,1013.0,15.0,16.0,237.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
101,18.0,American Pharoah,7.8,5.8,4.2,1,2.5,2015-05-02,CHU,0.0,0.0,77.0,7.0,1019.0,19.0,16.0,213.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
102,10.0,Firing Line,,8.4,5.4,2,12.0,2015-05-02,CHU,0.0,0.0,77.0,7.0,1019.0,19.0,16.0,213.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
103,8.0,Dortmund,,,4.2,3,3.0,2015-05-02,CHU,0.0,0.0,77.0,7.0,1019.0,19.0,16.0,213.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
104,7.0,Rags to Riches,10.6,4.4,3.2,1,3.0,2007-06-09,BEL,0.0,0.0,93.0,17.0,1012.0,23.0,11.0,56.0,18.0,54.0,,1.0,0.0,0.0,0.0,0.0
105,3.0,Curlin,,3.0,2.3,2,1.2,2007-06-09,BEL,0.0,0.0,93.0,17.0,1012.0,23.0,11.0,56.0,18.0,54.0,,1.0,0.0,0.0,0.0,0.0
106,2.0,Tiago,,,3.7,3,10.0,2007-06-09,BEL,0.0,0.0,93.0,17.0,1012.0,23.0,11.0,56.0,18.0,54.0,,1.0,0.0,0.0,0.0,0.0
107,6.0,Da'Tara,79.0,28.0,14.8,1,38.0,2008-06-07,BEL,0.0,0.0,90.0,17.0,1017.0,23.0,11.0,196.0,11.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0
108,4.0,Denis of Cork,,5.4,4.1,2,7.0,2008-06-07,BEL,0.0,0.0,90.0,17.0,1017.0,23.0,11.0,196.0,11.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0
109,4.0,Summer Bird,25.4,9.3,4.7,1,12.0,2009-06-06,BEL,0.0,0.0,93.0,14.0,1013.0,19.0,16.0,290.0,14.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2.0,Dunkirk,,5.4,3.6,2,4.5,2009-06-06,BEL,0.0,0.0,93.0,14.0,1013.0,19.0,16.0,290.0,14.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
111,7.0,Mine That Bird,,,2.6,3,22.0,2009-06-06,BEL,0.0,0.0,93.0,14.0,1013.0,19.0,16.0,290.0,14.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
112,7.0,Drosselmeyer,28.0,11.6,7.7,1,12.0,2010-06-05,BEL,0.0,0.0,84.0,19.0,1006.0,27.0,14.0,234.0,21.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
113,5.0,Fly Down,,6.8,5.1,2,4.5,2010-06-05,BEL,0.0,0.0,84.0,19.0,1006.0,27.0,14.0,234.0,21.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
114,11.0,First Dude,,,4.9,3,3.5,2010-06-05,BEL,0.0,0.0,84.0,19.0,1006.0,27.0,14.0,234.0,21.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
115,3.0,Ruler on Ice,51.5,26.0,13.6,1,20.0,2011-06-01,BEL,,,,,,,,,,,,,,,,
116,2.0,Stay Thirsty,,19.4,10.8,2,20.0,2011-06-01,BEL,,,,,,,,,,,,,,,,
117,5.0,Brilliant Speed,,,7.9,3,15.0,2011-06-01,BEL,,,,,,,,,,,,,,,,
118,3.0,Union Rags,7.5,4.2,3.4,1,6.0,2012-06-09,BEL,0.0,0.0,87.0,14.0,1013.0,22.0,16.0,257.0,9.0,47.0,,0.0,0.0,0.0,0.0,0.0
119,9.0,Paynter,,5.1,3.9,2,8.0,2012-06-09,BEL,0.0,0.0,87.0,14.0,1013.0,22.0,16.0,257.0,9.0,47.0,,0.0,0.0,0.0,0.0,0.0
120,4.0,Atigun,,,10.6,3,30.0,2012-06-09,BEL,0.0,0.0,87.0,14.0,1013.0,22.0,16.0,257.0,9.0,47.0,,0.0,0.0,0.0,0.0,0.0
